Language;Original;Gloss;Translation;Type;Remarks;Source;Citekey;Page;Exno;AddSourceInfo;Predicate;SbjPrs;SbjNbr;SbjGen;SbjCase;RPrs;RNbr;RGen;RCase;TPrs;TNbr;TGen;TCase
Erromangan;Nompwɑt y-ovog-i pog-kum (kimi) comwisɑcsu.;Nompwat 3SG:DISTPAST-BR:give-3SG DAT-2PL 2PL all;Nompwat gave it to you all.;Transitive;Alternates with ICIA? (cf. Crowley 1998: 159). Crowley later gives a conflicting example (1998: 203). Maybe transitive? The P pog “cannot be used with verbs belonging to the subset of ditransitive verbs” (Crowley 1998: 203).;Crowley (1998: 159);Crowley1998;159;;;give;3;SG;;;2;PL;;DAT;3;SG;;
Erromangan;Kɑml-ovon-or [nompcɑhi m-ovon nikɑu].;1PL.EXCL:DISTPAST-BR:give-3PL pig and-PL prawn;We gave them the pig and the prawns.;NCSA;;Crowley (1998: 183);Crowley1998;183;;;give;1;PL;;;3;PL;;;3;PL;;NOM
Erromangan;Y-ovog-i [Nompwɑt] [nvɑg].;3SG:DISTPAST-BR:give-CONST Nompwat food;(S)he gave the food to Nompwat.;NCSA;;Crowley (1998: 202);Crowley1998;202;;;give;3;SG;;;3;SG;;NOM;3;SG;;NOM
Erromangan;Y-ovon-[oc] [nvɑg].;3SG:DISTPAST-BR:give-2SG food;(S)he gave you the food.;NCSA;;Crowley (1998: 202);Crowley1998;202;;;give;3;SG;;;2;SG;;;3;SG;;NOM
Erromangan;Y-ovog-kɑm nvɑt.;3SG:DISTPAST-BR:give-1PL.EXCL money;(S)he gave us money.;NCSA;;Crowley (1998: 203);Crowley1998;203;;;give;3;SG;;;1;PL;;;3;SG;;NOM
Erromangan;Kem-ɑmpog-i ovon tovurɑ hogku kem-ɑnwi.;2SG:PRES-MR:give-3SG PL whale COMP 2SG:PRES-MR:say;You are giving it to the whales as you say.;NCIA;Gloss suggests NCIA, agreement with the singular theme, unclear why. Possibly ovon doesn’t trigger plural agreement on R?;Crowley (1998: 273);Crowley1998;273;;;give;2;SG;;;3;PL;;NOM;3;SG;;
Euchee (Yuchi);nedze-di-’nẽ;2SG.PAT-1SG.ACT-see;I see you.;Transitive;;Linn (2001: 143);Linn2001;143;69a;;see;1;SG;;;/;/;/;/;2;SG;;
Euchee (Yuchi);Dze t’elé chyaso ki-hõ-dzo-k’wõ jẽ;me more money DIR-3PL(E).ACT-1SG.PAT.APPL-send PST;They (my family) sent more money to me.;NCSA;;Linn (2001: 182);Linn2001;182;70;;send;3;PL;;;1;SG;;;3;SG;;NOM
Euchee (Yuchi);Chyaso kyæhe ’aso-wã.;money extra 1SG.ACT>2SG.DAT-give;I gave you extra money.;NCSA;;Linn (2001: 186);Linn2001;186;71;;give;1;SG;;;2;SG;;;3;SG;;NOM
Euchee (Yuchi);Chyaso kyæhe hõ-’aso-wã.;money extra 3SG(3.E.M).ACT>2SG.PAT.APPL-give;He gave you extra money.;NCSA;;Linn (2001: 186);Linn2001;186;72;;give;3;SG;;;2;SG;;;3;SG;;NOM
Euchee (Yuchi);Chyaso kyæhe ’aso-wã.;money extra 1SG.ACT>2PL.R-give;I gave you all extra money.;NCSA;;Linn (2001: 186);Linn2001;186;73;;give;1;SG;;;2;PL;;;3;SG;;NOM
Euchee (Yuchi);nãde p’aɬẽ-hẽnõ go-’wede-ne hõ-dzo-wã.;and chief-CL(E.M) human-talk-NOM 3SG(E.M).ACT-1SG.PAT/DAT-give;The chief has given me these words.;NCSA;;Linn (2001: 518);Linn2001;518;74;;give;3;SG;;;1;SG;;;3;PL;;NOM
Euchee (Yuchi);go-shi-ne wahaːle  hɔ̃-dzo-wã.;3SG(IMPRS)-pity-NOM much.very.(INANIM) 3PL(E.H).ACT-1SG.PAT/DAT-give;He gives me a lot of pity.;NCSA;;Linn (2001: 527);Linn2001;527;75;;give;3;SG;;;1;SG;;;3;SG;;NOM
Galela;WO-NA-hike;M.3SGS-1&2O-give;(Jesus) will give us (what we want);NCSA;;Shelden (1991: 165);Shelden1991;165;16;;give;3;SG;M;;1;PL;;;3;SG;;
Galela;WO-MI-sasano;M.3SGS-F.3SGO-ask;(Aweng) questioned her;Transitive;;Shelden (1991: 165);Shelden1991;165;17;;question;3;SG;M;;/;/;/;/;3;SG;F;
Galela;pipi ni-NA-hike;money 2PLS-1&2OINCLUSIVE-give;Please give us some money. // The real referantial meaning is: Please give us (exclusive) some money.;NCSA;;Shelden (1991: 166);Shelden1991;166;18;;give (imperative);2;PL;;;1;PL;;;3;SG;;NOM
Galela;una WO-mi-sepa;M.3SG M.3SGS-1PLO-kick;he kicked us;Transitive;;Shelden (1991: 168);Shelden1991;168;28a;;kick;3;SG;;;/;/;/;/;1;PL;;
Galela;one I-mi-sepa;3PL 4S-1PLO-kick;they kicked us;Transitive;;Shelden (1991: 168);Shelden1991;168;28b;;kick;3;PL;;;/;/;/;/;1;PL;;
Galela;una mi-WI-ngapo;M.3SG 1PLS-M.3SGO-hit;we hit him;Transitive;;Shelden (1991: 168);Shelden1991;168;29a;;hit;1;PL;;;/;/;/;/;3;SG;;
Galela;ona MIA-ngapo;3PL 1PLS,4O-hit;we hit them;Transitive;;Shelden (1991: 168);Shelden1991;168;29b;;hit;1;PL;;;/;/;/;/;3;PL;;
Gooniyandi;{ngang -bi +da};give FUT +DI;you'll give him it;NCSA;;McGregor (1990: 106);McGregor1990;106;;;give;2;;;;3;SG;;;3;SG;;
Gooniyandi;gɑmbɑ gɑrndiwiddi gɑrndiwiddi yoowɑrni migɑ -yɑ ngɑngbinbidi mɑɑ;water two two one like:that LOC they:gave:them meat;After five years have elapsed they give them meat.;NCSA;;McGregor (1990: 153);McGregor1990;153;(3-28);;give;3;PL;;;3;PL;;;3;SG;;ABS
Gooniyandi;{ngang -bi +jin +da(1) -waddi};give FUT (1R)ACC +DI pa;he'll give it to us;NCSA;;McGregor (1990: 197);McGregor1990;197;;;give;3;SG;;;1;PL;;;3;SG;;
Gooniyandi;{ngang -bi +jadd +da(1)};give FUT (1U)NOM +DI;we'll give him it;NCSA;;McGregor (1990: 198);McGregor1990;198;;;give;1;PL;;;3;SG;;;3;SG;;
Gooniyandi;{ngang -bi +bin +da(1)};give FUT (3PL)ACC +DI;you'll give them it;NCSA;;McGregor (1990: 216);McGregor1990;216;;;give;2;SG;;;3;PL;;;3;SG;;
Gooniyandi;{ngang -bi +ngin +ri +da(1) -waddi};give FUT (1SG)ACC (3PL)NOM +DI pa;they few will give me it;NCSA;;McGregor (1990: 227);McGregor1990;227;;;give;3;PL;;;1;SG;;;3;SG;;
Gooniyandi;yingi nyinnginymi;name I:lost:you;I forgot your name.;Transitive;;McGregor (1990: 334);McGregor1990;334;(5-102);;forget;1;SG;;;/;/;/;/;3;SG;;ABS
Gooniyandi;ngɑnyi -nggɑ yoowooloo mɑnyi ngɑngli;I ERG man food I:gave:him;I gave the man food.;NCSA;;McGregor (1990: 335);McGregor1990;335;(5-104);;give;1;SG;;ERG;3;SG;;ABS;3;SG;;ABS
Gooniyandi;ngɑnyi -nggɑ mɑgɑrdɑ yoodli;I ERG hat I:put:it;I put the hat down.;Transitive;;McGregor (1990: 335);McGregor1990;335;(5-106);;put;1;SG;;ERG;/;/;/;/;3;SG;;ABS
Gooniyandi;migɑmi -ngɑddɑ ngɑrɑggilɑ dillybag gɑrdiyɑ ngɑngjɑwili;she:told to:me I:make:it white:people I:will:give:him;She told me "I make dillybags to sell to white people".;NCSA;;McGregor (1990: 413);McGregor1990;413;(5-337);;sell;1;SG;;;3;PL;;ABS;3;PL;;ABS
Gooniyandi;yɑn.ginngindi mɑɑ winhi ngɑngbindi;he:asked:me meat maybe you:will:give:me;He requested of me "Will you give me some meat?".;NCSA;;McGregor (1990: 414);McGregor1990;414;(5-339);;give;2;SG;;;1;SG;;;3;SG;;ABS
Gooniyandi;ngooddoo -nggɑ yoowooloo jɑgmi -ngɑddɑgi ngɑoddi -yoo ngɑngbindi ngɑnyi;that ERG man he:told to:me stone DAT you:will:give:me me;That man demanded money of me: "Give me some!".;NCSA;;McGregor (1990: 416);McGregor1990;416;(5-346);;give (imperative);;;;;1;SG;;ABS;3;SG;;
Gooniyandi;yoowooloo -nggɑ -nyɑli milɑwinbiddɑ boolgɑwoolgɑ -nggɑ ɑɑ ngɑmoo girli boolgɑwɑɑri gɑringi ngɑngbɑdɑ;man ERG REP they:saw:them old:men ERG ah before same he:is:getting:old wife we:will:give:him;The old men would see "he's getting old, we'll give him a wife".;NCSA;;McGregor (1990: 422);McGregor1990;422;(5-361);;give;1;PL;;;3;SG;;;3;SG;;ABS
Gooniyandi;girili ngɑngbɑ milɑwɑ -nyji;tree you:will:give:him he:will:see:it DESID;Give him the stick so he can look at it.;NCSA;;McGregor (1990: 532);McGregor1990;532;(6-246);;give (imperative);;;;;3;SG;;;3;SG;;ABS
Gooniyandi;mɑngɑddi ngɑnggilirni mɑɑ ngɑddɑgi;not I:might:have:given:him meat my;I wouldn't give it to him, it's my meat.;NCSA;;McGregor (1990: 536);McGregor1990;536;(6-264);;give;1;SG;;;3;SG;;;3;SG;;ABS
Gooniyandi;yɑningi ngɑɑddi ngɑng -jɑ -winyji;now stone give SUBJ FUT +(1SG)N+(2SG)A+DI;(I claim that) I'm going to give you money now.;NCSA;;McGregor (1990: 546);McGregor1990;546;(6-291);;give;1;SG;;;2;SG;;;3;SG;;ABS
Huichol;Uukɑrɑɑwiciizɨ tɨɨri me-WA-zeiyɑ.;women children 3PL.-3PL.-see;The women see the children;Transitive;;Comrie (1982: 99, 108) via Dryer (1986: 815);Dryer1986;815;15a;;see;3;PL;;;/;/;/;/;3;SG;;NOM
Huichol;Nee uuki uukɑri ne-WA-puuzeiyastɨɑ.;I man girls 1SG.-3PL.-show;I showed the man to the girls.;NCSA;;Comrie (1982: 99, 108) via Dryer (1986: 815);Dryer1986;815;15b;;show;1;SG;;;3;PL;;NOM;3;SG;;NOM
Huichol;Nee uukɑri uuki ne-Ø-puuzeiyastɨɑ.;I girls man 1SG.-3SG.-show;I showed the girls to the man.;NCSA;;Comrie (1982: 108) via Dryer (1986: 815);Dryer1986;815;16;;show;1;SG;;;3;SG;;NOM;3;PL;;NOM
Itonama;si-mɑkï-he-we uwɑkɑ;1SG[A]-give-DISTR-2[R] SP.meat[T];I will give each of you meat.;NCSA;;Crevels (2010: 690);Crevels2010;690;12a;;give;1;SG;;;2;PL;;;3;SG;;NOM
Itonama;ɑ'mi-di-mɑ-k'i-'-we'-nɑ-mo ɑ'-mi-ku;2SG[A]-REL-INT-hand-APPL-NEG-sell-NEUT-1[R] 2SG-REL-house[T];Won't you sell your house to me?;NCSA;;Crevels (2010: 690);Crevels2010;690;12b;;sell;2;SG;;;1;SG;;;3;SG;;NOM
Itonama;pi-ni-yɑ-mɑ<'>kï'-ko olichi pɑ-nɑy-'ye;3SG.F-REL-mouth-give<NEG>-NEUT SP.milk 3SG.F-SUB-children;She didn't give milk to her children.;NCSA;no indexing b.c. 3rd person;Crevels (2010: 690);Crevels2010;690;13a;;give;3;SG;F;;3;PL;;NOM;3;SG;;NOM
Itonama;mɑ-k'i-we-he pɑ-nɑy-mɑye'-ne ɑh-mɑy-e'-kɑ umu;hand-APPL-sell-DISTR 3SG.F-SUB-parent--NEUT 3-SUB-offspring-F.SG man;The father sold his daughter to the man;NCSA;;Crevels (2010: 690);Crevels2010;690;13b;;sell;3;SG;;NOM;3;SG;;NOM;3;SG;F;NOM
Itonama;osni'kɑ se'-mɑkïwe uwɑkɑ dihnitye'ke;PRO:ISG 1SG-give-2 SP.meat PRO:2PL;I will give you all the meat.;NCSA;;Crevels (2010: 691);Crevels2010;691;14a;;give;1;SG;;;2;PL;;NOM;3;SG;;NOM
Itonama;pini se'-mɑkï'-kɑ osni'kɑ;PRO:3SG.F 1SG.INV-give-F.SG PRO:1SG;She gave it to me.;NCSA;;Crevels (2010: 691);Crevels2010;691;14b;;give;3;SG;F;;1;SG;;;3;SG;;
Jaminjung;ba-wurru-ngarna=na juwi, ba-wurruny-ngarna thanthiya-gurna marlayi,;IMP-2PL:3SG-GlVE=NOW hand.over lMP-2PL:3DU-GIVE DEM-?? woman;hand (them) over to him, give the two (to him) those women;NCSA;Alternates with NCIA, Agr sensitive to “empathy” (Schultze-Berndt 2000: 371);Schultze-Berndt (2000: 180);Schultze-Berndt2000;180;(4-31);(IP, F03531);give (imperative);2;SG;;;3;SG;;;3;PL;;
Jaminjung;ba-wurru-ngarna=na juwi, ba-wurruny-ngarna thanthiya-gurna marlayi,;IMP-2PL:3SG-GlVE=NOW hand.over lMP-2PL:3DU-GIVE DEM-?? woman;hand (them) over to him, give the two (to him) those women;NCIA;;Schultze-Berndt (2000: 180);Schultze-Berndt2000;180;(4-31);(IP, F03531);give (imperative);2;SG;;;3;SG;;;3;DU;;ABS
Jaminjung;mangarra gan-ngarna-ny=mindag Nangari-ni;plant.food 3SG:1-GIVE-PST=1DU.incl.OBL <subsection>-ERG;she gave you and me food, Nangari did;NCSA;;Schultze-Berndt (2000: 370);Schultze-Berndt2000;370;(5-305);(JM, NUN010);give;3;SG;;ERG;1;DU;;;3;SG;;ABS
Jaminjung;ngɑyug bun-ngɑrnɑ-ny thɑnthu mɑrlɑyi;1SG 3PL>1SG-give-PST DEM woman;me, they gave that woman (i.e. they gave me that woman);NCSA;;Schultze-Berndt (2010: 515);Schultze-Berndt2010;515;10;;give;3;PL;;;1;SG;;;3;SG;;ABS
Jaminjung;gurrɑny gɑnubuny-ngɑrnɑ-nyi nuwinɑ jɑlig ;NEG 3SG>3DU:POT-give-IPF 3SG:POSS child;he wouldn't give (him) the two, his children;NCIA;;Schultze-Berndt (2010: 515);Schultze-Berndt2010;515;11;;give;3;SG;;;3;SG;;;3;DU;;ABS
Jumjum;gʊ̂ʊŋ tʊ́ʊl kʌ́ʌɟ-ɛ́.;dog girl bite.MULT-3SG>3;The dog is biting the girl.;Transitive;;Andersen (2018: 81);Andersen2018;81;2a;;bite;3;SG;;NOM;/;/;/;/;3;SG;;NOM
Jumjum;gʊ̂ʊŋ ʔɪ̀kɑ̀ kʌ́ʌɟ-ɑ̀.;dog 1SG bite.MULT-3SG>1SG;The dog is biting me.;Transitive;;Andersen (2018: 81);Andersen2018;81;2b;;bite;3;SG;;NOM;/;/;/;/;1;SG;;NOM
Jumjum;mɪ́nnɛ̀nɪ́ ʔɑ̀mmɑ́ ʔɑ́m-ɛ́.;child porridge eat-3SG>3;The child is eating the porridge.;Transitive;;Andersen (2018: 84);Andersen2018;84;12a;;eat;3;SG;;NOM;/;/;/;/;3;SG;;NOM
Jumjum;ʔɪ̀kɛ̀ ʔɪ̀kɑ̀ bɪ́ t̪ʊ̀c-k-ɑ̀.;3SG 1SG FUT send-DAT-3SG>1SG;He will send (somebody or something) for me.;NCSA;;Andersen (2018: 88);Andersen2018;88;23d;;send;3;SG;;;1;SG;;NOM/DAT;3;SG;;
Jumjum;ʔɪ̀kɑ̀ ʔɪ̀kɛ̀ bɪ́ wɪ́n-g-ʌ̀ dɛ́ɛl.;1SG 3SG FUT tie-DAT-1SG>3 goat;I will tie a goat for him.;NCSA;;Andersen (2018: 88);Andersen2018;88;24a;;tie;1;SG;;;3;SG;;NOM/DAT;3;SG;;NOM
Kalapuya (Santiam);lɑuˀm̩dɛ d-ε-ni-di·-d tɑuˀnε ɑnˀ-uihi gi·-kʷɑ gu· du-wɑˀnɑ ɑ-mimˀ du·n-uwɑ;then HAB-IRR-FIN.3.PL-give-3.IO one ART-man INF-take DIST OBL-other ART-person 3.POSS-place;and they would give them to one man to take them there to the place of some other people;NCSA;Extinct. Two roots for give: di and uk(u)? The former might be ICSA?;Banks (2007: 13);Banks2007;13;31;same example p.80;give;3;PL;;;3;SG;;NOM;3;PL;;
Kalapuya (Santiam);č-u-m-di-dub tɑuˀnε ɑm-bεšugʷɑ;SAP-REAL-FIN-give-2.IO one ART-blanket;I will give you one blanket;NCSA;also di root;Banks (2007: 36);Banks2007;36;95;;give;1;SG;;;2;SG;;;3;SG;;NOM
Kalapuya (Santiam);lɑuˀm̩dɛ di·s du-mɑˀ-uku-bu;then soon 1.IRR-CIS-give-2.OBJ;and then I will give them to you.;NCSA;;Banks (2007: 86);Banks2007;86;275;;give;1;SG;;;2;SG;;;3;PL;;
Kalapuya (Santiam);wɑˀ lɑuˀ yε pu·nuk gi-dεˀ-uk-ʷω·;NEG now who little INF-NEG-give-1.PL.OBJ;Would you not give us a little food?;NCSA;;Banks (2007: 87);Banks2007;87;279;;give;2;SG;;;1;PL;;;3;SG;;NOM
Kalapuya (Santiam);g-ʷ-ɑ-mɑˀ-uk-hʷi mɑʰti·;PST-REAL-ASRT-FIN.CIS-give-2.PL.OBJ 2.PL;I came to give it to you.;NCSA;;Banks (2007: 87);Banks2007;87;283;;give;1;SG;;;2;PL;;NOM;3;SG;;
Kalapuya (Santiam);hεš tɑuˀnε g-ʷ-ɑ-mɑ-di·-dεd;PROX one PST-REAL-ASRT-FIN.CIS-give-1.SG.IO;he gave this one to me.;NCSA;;Banks (2007: 92);Banks2007;92;296;;give;3;SG;;;1;SG;;;3;SG;;NOM
Kalapuya (Santiam);č-u-m-di·-dub wɑnˀ ɑn-t̓ausɑˀk;SAP-REAL-FIN-give-2.SG.IO five ART-arrow;I will give you five arrows.;NCSA;;Banks (2007: 92);Banks2007;92;297;;give;1;SG;;;2;SG;;;3;PL;;NOM
Kalapuya (Santiam);guš ɑ-mimˀ yε·ˀ gi·-di·ˀ-t ;DIST ART-person who INF-give-3.IO;The person to whom he had given it.;NCSA;;Banks (2007: 94);Banks2007;94;308;;give;3;SG;;;3;SG;;NOM;3;SG;;
Karok;na-ˀêːh;2/3SG.SBJ>1SG.OBJ-give;he gives me;NCSA;;Bright (1957: 61);Bright1957;61;;;give;3;SG;;;1;SG;;;;
Karok;na-ˀêːh-i;2/3SG.SBJ>1SG.OBJ-give-IMP;give me;NCSA;Imperative.;Bright (1957: 61);Bright1957;61;;;give;2;SG;;;1;SG;;;;
Karok;miník kiːk-p-ákkih=eːš pa-mikún-patúmkir;all.right 1>2PL-ITER?-give=FUT the-2PL.POSS-pillows;I’ll give you back your pillows.;NCSA;;Bright (1957: 183–184, Text 5.127);Bright1957;183–184;5.127;;give;1;SG;;;2;PL;;;3;PL
Karok;tá ni-ˀaːčíčha patá na-ˀêː pa-mi-pákkurih;already 1SG-be.glad that? 2/3SG.SBJ>1SG.OBJ-give the-2SG.POSS-song;I’m glad that you gave me your song.;NCSA;;Bright (1957: 188–189, Text 7.33);Bright1957;188–189;7.33;;give;2;SG;;;1;SG;;;3;SG
Karok;čími pami-ˀákka ˀêːh-i pa-xxuːn;ADV your-father give.2SG.SBJ>3.OBJ-IMP the-his.acorn.soup;Give your father his acorn soup!;NCSA;;Bright (1957: 230–231, Text 33.12);Bright1957;230–231;33.12;;give;2;SG;;;3;SG;;;3;SG
Karok;kári xás kin-ˀákki ˀamveːváxrah.;then so? 3PL.SBJ.3SG.OBJ.PASS-give dried.salmon;And they were given dried salmon.;Recipient passive;Recipient passive rather than theme passive.;Bright (1957: 268–269, Text 58.47);Bright1957;268–269;58.47;;give;;;;;3;PL;;;3;SG
Karok;miní koːvúra nu-ˀákkih=eːš pa-nini-ˀarará-ˀuːp;all 1SG/PL.SBJ>2SG.OBJ-give=FUT the-1SG.POSS-Indian-treasure;I will give you all my Indian treasure.;NCSA;;Bright (1957: 274–275, Text 62.25);Bright1957;274–275;62.25;;give;1;SG;;;2;SG;;;3;SG
Keres (Laguna);g-ushch'i;2.SBJ>1.OBJ.IMP-give.liquid?;give me [a cup of] liquid;NCSA;Imperative prefixes (Lachler 2006: 180);Lachler (2006: 27);Lachler2006;27;31i;;give (imperative);;;;;1;SG;;;3;SG;;
Keres (Laguna);/g-uúdyì/;2.SBJ>1.OBJ.IMP-give;give it to me;NCSA;Imperative prefixes (Lachler 2006: 180);Lachler (2006: 38);Lachler2006;38;46c;;give;;;;;1;SG;;;3;SG;;
Keres (Laguna);sr-usrp'etrutsa;2-limp;You are limping.;Intransitive;;Lachler (2006: 140);Lachler2006;140;1b;;limp;2;;;;/;/;/;/;/;/;/;/
Keres (Laguna);g-usrp'etrutsa;3-limp;He/She is limping.;Intransitive;;Lachler (2006: 141);Lachler2006;141;1c;;limp;3;SG;;;/;/;/;/;/;/;/;/
Keres (Laguna);sr-ukacha;2A-see;You see him.;Transitive;;Lachler (2006: 144);Lachler2006;144;5b;;see;2;SG;;;/;/;/;/;3;SG;;
Keres (Laguna);srg -ukacha;1B-see;He sees me.;Transitive;;Lachler (2006: 145);Lachler2006;145;5d;;see;3;SG;;;/;/;/;/;1;SG;;
Keres (Laguna);kɨdr-ukacha ;2B-see;He sees you.;Transitive;;Lachler (2006: 145);Lachler2006;145;5e;;see;3;SG;;;/;/;/;/;2;SG;;
Keres (Laguna);sra-ukacha;1/2C-see;I see you.;Transitive;;Lachler (2006: 146);Lachler2006;146;5g;;see;1;SG;;;/;/;/;/;2;SG;;
Keres (Laguna);dy-ukacha;2/1C-see;You see me.;Transitive;;Lachler (2006: 146);Lachler2006;146;5h;;see;2;SG;;;/;/;/;/;1;SG;;
Keres (Laguna);srk-uwiidranyi;1B-make.sth.for.sb;He made it for me.;NCSA;;Lachler (2006: 147);Lachler2006;147;6d;;make;3;SG;;;1;SG;;;3;SG;;
Keres (Laguna);kɨtr-uwiidranyi;2B-make.sth.for.sb;He made it for you.;NCSA;;Lachler (2006: 147);Lachler2006;147;6e;;make;3;SG;;;2;;;;3;SG;;
Keres (Laguna);ts'i-uwiidranyi;3B-make.sth.for.sb;He made it for him.;NCSA;;Lachler (2006: 148);Lachler2006;148;6f;;make;3;SG;;;3;SG;;;3;SG;;
Keres (Laguna);sr'a-uwiidranyi;1/2C-make.sth.for.sb;I made it for you.;NCSA;;Lachler (2006: 148);Lachler2006;148;6g;;make;1;SG;;;2;;;;3;SG;;
Keres (Laguna);ty-uwiidranyi;2/1C-make.sth.for.sb;You made it for me.;NCSA;;Lachler (2006: 148);Lachler2006;148;6h;;make;2;SG;;;1;SG;;;3;SG;;
Ket;di-bákdeŋ-ku-k-a-bed;1SG.SBJ-find-2SG.OBJ-TH-NPST-ITER-AN.PL.SBJ;I find you (SG).;Transitive;Alternates with ICIA, C lexically determined;Nefedov et al. (2010: 355);Nefedovetal2010;355;2;;find;1;SG;;;/;/;/;/;2;SG;;
Ket;ād haŋ-tib ked-da-ŋa di-qɤd-u-k-s-i/bed;I female-dog person-M-DAT 1SG.SBJ-gift-3.f-TH-NPST-make;I give a dog to the man.;ICIA;Nefodov et al. (2010: 357, 358) ->weitere Beispiele;Nefedov et al. (2010: 357);Nefedovetal2010;357;6;;give;1;SG;;;3;SG;M;DAT;3;SG;F;NOM
Ket;keˀd qīm tīb dog du-i-b-ij-aq;person woman dog 3.M.SBJ-3.F.OBJ-APPL-PST-give;The man gave (his) wife a dog.;NCSA;;Nefedov et al. (2010: 358);Nefedovetal2010;358;12;;give;3;SG;M;;3;SG;F;NOM;3;SG;;NOM
Ket;ād i-sa dɯˀl den di-a-n-b-u;I day-DIST child money 1SG.SBJ-3.M.OBJ-TH-APPL-give;I give the child money every day.;NCSA;;Nefedov et al. (2010: 358);Nefedovetal2010;358;13;;give;1;SG;;;3;SG;;NOM;3;SG;;NOM
Ket;anuks ū ked-da-ŋa ād di-b-(i)-ku-aq;tomorrow you.SG person-M-DAT I 1SG.SBJ-APPL-2SG.OBJ-give;Tomorrow I will give you to the man.;ICIA;;Nefedov et al. (2010: 360);Nefedovetal2010;360;20;;give;1;SG;;;3;SG;M;DAT;2;SG;;NOM
Ket;āb ōb uku-ŋa ād du-b-u-di-aq;my father you.SG-DAT I 3.M-APPL-PST-1SG.OBJ-give;My father gave me to you.;ICIA;;Nefedov et al. (2010: 360);Nefedovetal2010;360;21;;give;3;SG;M;;2;SG;;DAT;1;SG;;NOM
Ket;ɤ̄d bin-daŋ-na-ŋa ū di-ku-n-bu-n;we self-1PL-POSS.AN.PL-DAT you.SG 1PL.SBJ-2SG.OBJ-TH-APPL-give-AN.PL;We are giving you to each other.;ICIA;;Nefedov et al. (2010: 368);Nefedovetal2010;368;37;;give;1;PL;;;1;PL;;DAT;2;SG;;NOM
Konjo;Na-alle-i tasi’ku meonga.;3.ERG-take-3.ABS bag.1POSS cat.DEF;The cat took my bag.;Transitive;;Friberg (1996: 141);Friberg1996;141;5;;take;3;SG;;ABS;/;/;/;/;3;SG;;ABS
Konjo;Inakke an-sare-ko doi’.;1SG.PRON.PI DEF.VBLZ-give-2(F).ABS money;I (emphatic) give you money.;NCSA;;Friberg (1996: 142);Friberg1996;142;15;;give;1;SG;;;2;SG;F;;3;SG;;ABS
Konjo;Alla-taalaji intu a’-kulle an-sare-ki apa-apa nikaa’rakia.;God.3LIM that INTR.VBLZ.can DEF.VBLZ-give-1PL.INCL.ABS whatever PASS.ADJ.want.TRZ.DEF;God can give us whatever is desired.;NCSA;;Friberg (1996: 160);Friberg1996;160;80;;give;3;SG;;ABS;1;PL.INCL;;ABS;3;SG;;ABS
Konjo;Angngura na ki-sare-a pole doi’?;why COMP 2(H).ERG-give-1.ABS again money;Why are you giving me money again?;NCSA;;Friberg (1996: 163–164);Friberg1996;163–164;96;;;;;;;;;;;;;;
Konjo;Ki-sare-a bo’-bo’ta!;2(H).ERG-give-1.ABS book.2(H).POSS;Give me one of your books!;NCSA;;Friberg (1996: 167);Friberg1996;167;119a;;give;2;SG;;;1;SG;;;3;;;ABS
Korumu (Kesawai);Usu te ho-s-ɑ.;pig ERG bite-1SG.OBJ-3SG.NONFUT;The pig bit me.;Transitive;;(Priestley 2001: 73) via Reesink (2013b: 16);Reesink2013b;16;33;;bite;3;SG;;ERG;/;/;/;/;1;SG;;
Korumu (Kesawai);Henɑ ɑto te koiɑ si-se-r-ɑ.;woman one NOM.FOC sweet.potato give-1SG.OBJ-NEAR-3SG.NONFUT;One woman gave me sweet potato.;NCSA;Stem suppletion for give based on person and number of R;(Priestley 2008: 71) via Reesink (2013b: 17);Reesink2013b;17;35a;;give;3;SG;;;1;SG;;;3;SG;;NOM
Korumu (Kesawai);Werɑ kerokero tɑmɑite tu-ɑ.;child chicken man give.to3-3SG.NONFUT;The child gave the man a chicken.;NCSA;;(Priestley 2001: 107) via Reesink (2013b: 17);Reesink2013b;17;35b;;give;3;SG;;NOM;3;SG;;NOM;3;SG;;NOM
Korumu (Kesawai);Koiɑ te-nekɑ-i=mo.;sweet potato give-O3p-1s=BM;I gave them sweet potato.;NCSA;;Priestley (2019: 101);Priestley2019;101;(4.28);;give;1;SG;;;3;PL;;;3;SG;;NOM
Maba;kàlà-g ɛ̀mbɛ́-g dɛ̀nàŋ, máŋ hássà táŋ Φ-ndrìy-à-n mb-ìy-ɔ́;enfant\SG=SG 1S.POS-SG chacun 1P maintenant maison TH-faire-V-ANT O2S.S1S/1/3P.donner-PAS;Mon cher enfant, nous, nous t’avons marié. (litt : Nous t’avons maintenant fait une maison et te l’avons donnée);NCSA;S.235;Weiss (2009: 132);Weiss2009;132;317;;donner/give;1;PL;;;2;SG;;;3;SG;;NOM
Maba;lútɔ̀ː ŋgálàː n-ɛ́nɛ́ː=nu Φ-ɲ-ɔ́=ká ;chose peu 2S-POS=DEF TH-2S.donner-PAS=COOR;Tu lui a donné un peu de ce que tu as, et;NCSA;Acc.ACC;Weiss (2009: 163);Weiss2009;163;401a;(TH06.05);donner/give;2;SG;;;3;SG;;;3;SG;;NOM
